,地段,datetime,total_price,unit_price,area,主建物佔比,型態,age,樓別/樓高,交易標的,交易筆棟數,建物現況格局,parking_price,管理組織,電梯,主要用途,備註
139,1,2021/11/26,1737.0,71.7,25.37,38.81%,住宅大樓(11層含以上有電梯),11~20,十八層/十九層,房地(土地+建物)+車位,土:1 建:1車:2,25,200,有,有,0,陽台外推;
140,0,2022/7/18,3050.0,74.4,45.02,84.69%,住宅大樓(11層含以上有電梯),20+,十四層/十四層,房地(土地+建物)+車位,土:3 建:1車:1,9,200,有,有,0,
141,0,2024/1/28,1880.0,98.5,22.32,55.93%,華廈(10層含以下有電梯),11~20,四層/十層,房地(土地+建物)+車位,土:2 建:1車:1,4,200,有,有,0,陽台外推;
142,0,2024/1/3,2250.0,94.1,26.35,56.90%,住宅大樓(11層含以上有電梯),11~20,十一層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,9,200,有,有,0,
143,0,2021/4/12,3150.0,103.6,31.44,53.02%,住宅大樓(11層含以上有電梯),11~20,七層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,9,200,有,有,0,夾層;其他增建;
144,17,2024/1/22,2288.0,107.6,25.28,53.09%,華廈(10層含以下有電梯),6~10,四層/七層,房地(土地+建物)+車位,土:1 建:1車:1,11,200,有,有,0,夾層;其他增建;
145,4,2023/11/21,5200.0,86.9,65.37,84.47%,華廈(10層含以下有電梯),20+,五層/七層,房地(土地+建物)+車位,土:1 建:1車:1,8,200,有,有,0,陽台外推;
146,4,2023/10/24,2550.0,51.0,50.01,64.23%,華廈(10層含以下有電梯),20+,一層/五層,房地(土地+建物)+車位,土:1 建:1車:2,6,200,無,有,0,與申報書序號A3AD11211210004 A3AD11211210005併同出售，但有分別拆價
147,4,2021/8/25,3150.0,88.4,44.78,94.88%,住宅大樓(11層含以上有電梯),20+,十七層/十八層,房地(土地+建物)+車位,土:2 建:1車:1,17,200,有,有,3,
148,4,2021/2/1,2340.0,74.3,35.31,67.08%,華廈(10層含以下有電梯),20+,二層/六層,房地(土地+建物)+車位,土:1 建:1車:1,18,200,有,有,0,其他增建;
149,4,2019/5/14,2000.0,79.5,25.14,38.96%,華廈(10層含以下有電梯),20+,一層/四層,房地(土地+建物)+車位,土:2 建:1車:1,11,200,有,,0,含增建或未登記建物。
150,4,2021/12/10,2260.0,113.0,29.38,52.07%,住宅大樓(11層含以上有電梯),11~20,四層/十一層,房地(土地+建物)+車位,土:3 建:1車:1,17,200,有,有,2,
151,4,2020/6/25,1650.0,113.8,24.62,59.89%,住宅大樓(11層含以上有電梯),11~20,四層/十一層,房地(土地+建物)+車位,土:3 建:1車:1,26,200,有,有,2,夾層;其他增建;
152,4,2022/7/24,1935.0,108.1,23.96,47.06%,華廈(10層含以下有電梯),11~20,三層/七層,房地(土地+建物)+車位,土:1 建:1車:1,4,200,有,有,0,※增建：前陽台。陽台外推;
153,4,2021/9/16,2480.0,76.3,32.49,44.42%,華廈(10層含以下有電梯),11~20,四層/七層,房地(土地+建物)+車位,土:1 建:1車:1,21,200,有,有,0,陽台外推;其他增建;
154,3,2019/5/10,2500.0,72.7,44.01,58.74%,華廈(10層含以下有電梯),2~5,四層/十層,房地(土地+建物)+車位,土:4 建:1車:1,11,205,有,,0,
155,17,2021/4/30,2574.0,72.8,42.46,51.72%,住宅大樓(11層含以上有電梯),,五層/二十層,房地(土地+建物)+車位,土:1 建:1車:1,9,205,有,有,0,建物第一次登記後移轉 親友、員工、共有人或其他特殊關係間之交易;
156,14,2023/11/11,1810.0,123.0,20.22,60.15%,住宅大樓(11層含以上有電梯),11~20,十三層/十八層,房地(土地+建物)+車位,土:1 建:1車:1,4,210,有,有,0,車位樓層位於地下第六層。陽台外推;夾層;其他增建;
157,3,2023/6/25,3240.0,93.2,36.93,54.64%,住宅大樓(11層含以上有電梯),6~10,三層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,17,210,有,有,0,陽台外推;其他增建;
158,19,2020/5/29,1905.0,82.4,29.27,54.56%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物)+車位,土:1 建:1車:1,9,210,有,有,0,
159,17,2021/6/17,2503.0,70.3,42.51,52.07%,住宅大樓(11層含以上有電梯),,二層/二十層,房地(土地+建物)+車位,土:1 建:1車:1,9,212,有,有,0,本案為關係人間交易
160,3,2019/6/22,3230.0,66.6,57.73,57.82%,華廈(10層含以下有電梯),2~5,七層/九層,房地(土地+建物)+車位,土:4 建:1車:1,,215,有,,0,
161,19,2021/7/28,2026.0,88.0,30.07,54.56%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物)+車位,土:1 建:1車:1,9,215,有,有,0,
162,17,2021/7/1,4919.0,80.4,68.43,54.61%,住宅大樓(11層含以上有電梯),,四層/二十層,房地(土地+建物)+車位,土:1 建:1車:1,15,215,有,有,0,
163,19,2020/11/27,2602.0,88.0,36.63,55.06%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物)+車位,土:1 建:1車:1,9,215,有,有,0,
164,19,2020/8/18,2388.0,93.7,32.68,64.21%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物)+車位,土:1 建:1車:1,9,215,有,有,0,
165,19,2020/6/18,2435.0,81.8,36.63,55.06%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物)+車位,土:1 建:1車:1,9,215,有,有,0,
166,19,2020/3/16,2650.0,83.3,38.72,55.36%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物)+車位,土:1 建:1車:1,17,215,有,有,0,
167,19,2020/1/8,2700.0,86.7,38.16,53.52%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物)+車位,土:1 建:1車:1,9,215,有,有,0,"轉售日期:110.09.26 最後一手權利買賣契約之成交價格:27,000,000元預售屋、或土地及建物分件登記案件;"
168,14,2022/3/15,2280.0,140.0,20.63,48.12%,華廈(10層含以下有電梯),2~5,五層/九層,房地(土地+建物)+車位,土:1 建:1車:1,4,220,有,有,0,
169,5,2021/2/20,2268.0,87.5,27.06,57.62%,華廈(10層含以下有電梯),2~5,五層/七層,房地(土地+建物)+車位,土:1 建:1車:1,11,220,有,有,0,
170,2,2022/9/20,5468.0,79.2,69.01,54.06%,住宅大樓(11層含以上有電梯),11~20,五層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,13,220,有,有,2,
171,2,2024/1/14,3450.0,105.3,34.89,57.80%,住宅大樓(11層含以上有電梯),6~10,九層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,6,220,有,有,0,塔式車位位於地下三層。其他增建;
172,2,2023/10/31,3168.0,103.4,32.71,56.52%,住宅大樓(11層含以上有電梯),6~10,九層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,9,220,有,有,0,"塔式車位位於地下三層 交易總價3168萬元整。 房屋總價2948萬元整(土地價格:22,715,714元整、建物價格:6,764,286元整)。 車位總價220萬元整(土地價格:405,954元整、建物價格:1,794,046元整)。陽台外推;"
173,2,2021/11/28,3000.0,91.7,32.71,49.25%,住宅大樓(11層含以上有電梯),6~10,十五層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,6,220,有,有,0,
174,2,2021/10/31,2950.0,95.8,32.71,56.52%,住宅大樓(11層含以上有電梯),6~10,五層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,6,220,有,有,0,
175,2,2021/10/24,2658.0,96.6,29.44,59.37%,住宅大樓(11層含以上有電梯),6~10,五層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,6,220,有,有,0,
176,3,2020/7/20,3070.0,79.3,38.74,45.85%,住宅大樓(11層含以上有電梯),6~10,十一層/十一層,房地(土地+建物)+車位,土:1 建:2車:1,15,220,有,有,0,
177,3,2020/7/30,3300.0,68.1,57.69,57.88%,華廈(10層含以下有電梯),2~5,六層/十層,房地(土地+建物)+車位,土:4 建:1車:1,,220,有,有,0,建物第一次登記後移轉 毛胚屋;
178,3,2020/3/5,3220.0,66.3,57.69,57.88%,華廈(10層含以下有電梯),2~5,七層/九層,房地(土地+建物)+車位,土:4 建:1車:1,15,220,有,,0,
179,0,2023/10/14,2850.0,73.3,45.07,94.54%,華廈(10層含以下有電梯),20+,九層/十層,房地(土地+建物)+車位,土:1 建:1車:1,8,220,有,有,0,其他增建;
180,0,2021/5/2,2750.0,57.9,47.46,58.14%,住宅大樓(11層含以上有電梯),20+,六層/十二層,房地(土地+建物)+車位,土:1 建:1車:1,8,220,有,有,0,陽台外推;
181,17,2024/1/12,2900.0,90.4,35.5,56.50%,華廈(10層含以下有電梯),6~10,二層/七層,房地(土地+建物)+車位,土:1 建:1車:1,18,220,有,有,0,夾層;
182,17,2023/6/13,2050.0,91.5,25.87,51.84%,華廈(10層含以下有電梯),6~10,五層/七層,房地(土地+建物)+車位,土:1 建:1車:1,4,220,有,有,0,房屋價格：1830萬元整，其中土地價格為1281萬元整、建物價格為549萬元整；停車位價格：220萬元整，其中土地價格為154萬元整、建物價格為66萬元整。 塔式車位位於地下三層。陽台外推;夾層;其他增建;
183,17,2022/1/14,2866.0,92.0,34.63,56.78%,華廈(10層含以下有電梯),6~10,三層/七層,房地(土地+建物)+車位,土:1 建:1車:1,9,220,有,有,0,車位所在樓層:地下三樓
184,4,2022/9/20,1620.0,126.4,22.14,57.59%,住宅大樓(11層含以上有電梯),11~20,十層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,4,220,有,有,2,陽台外推;夾層;
185,4,2020/12/28,2970.0,136.1,30.1,61.17%,住宅大樓(11層含以上有電梯),11~20,十四層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,6,220,有,有,0,
186,0,2020/8/18,1350.0,89.5,18.85,50.83%,華廈(10層含以下有電梯),,七層/七層,房地(土地+建物)+車位,土:1 建:1車:1,4,220,無,有,0,預售屋、或土地及建物分件登記案件;
187,0,2020/8/13,1133.0,87.8,16.62,50.51%,華廈(10層含以下有電梯),,五層/七層,房地(土地+建物)+車位,土:1 建:1車:1,4,220,無,有,0,預售屋、或土地及建物分件登記案件;
188,0,2020/8/11,1255.0,87.3,18.07,50.48%,華廈(10層含以下有電梯),,四層/七層,房地(土地+建物)+車位,土:1 建:1車:1,4,220,無,有,0,預售屋、或土地及建物分件登記案件;
189,0,2020/8/11,1335.0,88.3,18.85,50.83%,華廈(10層含以下有電梯),,四層/七層,房地(土地+建物)+車位,土:1 建:1車:1,4,220,無,有,0,預售屋、或土地及建物分件登記案件;
190,0,2020/8/8,1257.0,92.4,17.45,50.24%,華廈(10層含以下有電梯),,七層/七層,房地(土地+建物)+車位,土:1 建:1車:1,4,220,無,有,0,預售屋、或土地及建物分件登記案件;
191,0,2020/8/8,1286.0,89.9,18.07,50.48%,華廈(10層含以下有電梯),,六層/七層,房地(土地+建物)+車位,土:1 建:1車:1,4,220,無,有,0,預售屋、或土地及建物分件登記案件;
192,0,2020/7/27,1105.0,85.1,16.62,50.51%,華廈(10層含以下有電梯),,三層/七層,房地(土地+建物)+車位,土:1 建:1車:1,4,220,無,有,0,預售屋、或土地及建物分件登記案件;
193,0,2020/7/26,1552.0,128.5,16.59,56.39%,華廈(10層含以下有電梯),,一層/七層,房地(土地+建物)+車位,土:1 建:1車:1,4,220,無,有,1,預售屋、或土地及建物分件登記案件;
194,3,2019/6/18,2262.0,64.5,44.01,58.74%,華廈(10層含以下有電梯),2~5,二層/十層,房地(土地+建物)+車位,土:4 建:1車:1,9,225,有,,0,
195,1,2019/11/16,6000.0,77.8,77.09,47.25%,住宅大樓(11層含以上有電梯),20+,十一層/十四層,房地(土地+建物)+車位,土:1 建:1車:1,15,225,有,,0,
196,17,2021/6/3,4660.0,75.8,68.44,54.63%,住宅大樓(11層含以上有電梯),,十四層/二十層,房地(土地+建物)+車位,土:1 建:1車:1,15,225,有,有,0,本案為關係人間交易親友、員工、共有人或其他特殊關係間之交易;
197,2,2023/4/30,3290.0,94.3,34.89,50.84%,住宅大樓(11層含以上有電梯),6~10,三層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,4,230,有,有,0,
198,3,2020/10/15,1200.0,24.5,49.08,40.34%,華廈(10層含以下有電梯),20+,七層/十層,房地(土地+建物)+車位,土:1 建:1車:1,18,230,有,有,0,"含裝潢費;含傢俱設備費;含土地增值稅或其他稅費514,672元;含地政士服務費5,500元;親友、員工、共有人或其他特殊關係間之交易;"
199,3,2021/12/28,1833.0,63.7,32.3,48.23%,住宅大樓(11層含以上有電梯),6~10,八層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,17,230,有,有,0,陽台外推;夾層;其他增建;
200,3,2023/3/25,1480.0,61.6,30.86,50.99%,華廈(10層含以下有電梯),6~10,三層/六層,房地(土地+建物)+車位,土:1 建:1車:1,11,230,有,有,0,陽台外推;
201,3,2021/10/22,2022.0,50.0,40.4,42.67%,華廈(10層含以下有電梯),6~10,三層/六層,房地(土地+建物)+車位,土:1 建:1車:1,27,230,有,有,0,
202,3,2020/7/28,3420.0,70.5,57.69,57.88%,華廈(10層含以下有電梯),2~5,五層/十層,房地(土地+建物)+車位,土:4 建:1車:1,15,230,有,有,0,建物第一次登記後移轉 含裝潢費;含傢俱設備費;
203,3,2019/9/17,2336.0,65.8,44.46,57.90%,華廈(10層含以下有電梯),2~5,五層/十層,房地(土地+建物)+車位,土:4 建:1車:1,9,230,有,,0,
204,3,2019/9/6,2350.0,66.2,44.46,57.90%,華廈(10層含以下有電梯),2~5,五層/九層,房地(土地+建物)+車位,土:4 建:1車:1,9,230,有,,0,
205,3,2019/7/10,2450.0,69.3,44.46,57.90%,華廈(10層含以下有電梯),2~5,三層/九層,房地(土地+建物)+車位,土:4 建:1車:1,11,230,有,,0,
206,3,2019/2/8,3300.0,67.9,57.69,57.88%,華廈(10層含以下有電梯),2~5,三層/九層,房地(土地+建物)+車位,土:4 建:1車:1,1,230,有,,0,
207,1,2022/8/6,2150.0,40.2,53.51,60.23%,華廈(10層含以下有電梯),20+,九層/九層,房地(土地+建物)+車位,土:1 建:1車:1,8,230,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
208,4,2023/2/28,2390.0,107.7,32.56,55.55%,住宅大樓(11層含以上有電梯),6~10,三層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,11,230,有,有,0,
209,3,2020/6/19,3080.0,76.2,49.8,70.10%,華廈(10層含以下有電梯),2~5,四層/十層,房地(土地+建物)+車位,土:4 建:1車:1,15,235,有,有,0,建物第一次登記後移轉
210,19,2022/1/16,2800.0,87.0,38.18,52.40%,華廈(10層含以下有電梯),2~5,二層/五層,房地(土地+建物)+車位,土:1 建:1車:1,9,235,有,有,0,
211,19,2020/3/24,2409.0,74.4,38.72,55.36%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物)+車位,土:1 建:1車:1,17,235,有,有,0,地主戶出售
212,1,2021/1/29,1900.0,107.0,25.41,56.95%,住宅大樓(11層含以上有電梯),11~20,十九層/十九層,房地(土地+建物)+車位,土:1 建:1車:1,4,239,有,有,0,其他增建;
213,3,2023/12/17,1938.0,68.3,32.0,48.45%,住宅大樓(11層含以上有電梯),6~10,五層/十一層,房地(土地+建物)+車位,土:1 建:1車:1,17,240,有,有,0,
214,3,2020/2/17,3400.0,69.9,57.69,57.88%,華廈(10層含以下有電梯),2~5,三層/十層,房地(土地+建物)+車位,土:4 建:1車:1,15,240,有,,0,
215,0,2020/9/21,1790.0,52.3,34.24,76.80%,住宅大樓(11層含以上有電梯),20+,六層/十二層,房地(土地+建物)+車位,土:2 建:2車:2,28,240,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
216,3,2021/5/1,1490.0,83.7,27.04,55.48%,華廈(10層含以下有電梯),,六層/八層,房地(土地+建物)+車位,土:1 建:1車:1,20,240,無,有,0,依據110.05.01簽訂房屋土地預定買賣合約書所載價格登錄。另於112.07.11簽立讓渡書。讓渡後價格1510萬元整
217,3,2021/3/12,1450.0,81.1,27.04,55.48%,華廈(10層含以下有電梯),,三層/八層,房地(土地+建物)+車位,土:1 建:1車:1,20,240,無,有,0,依據110.03.12簽訂房屋土地預定買賣合約書所載價格登錄。
218,3,2021/2/8,1550.0,73.8,29.87,54.64%,華廈(10層含以下有電梯),,二層/八層,房地(土地+建物)+車位,土:1 建:1車:1,26,240,無,有,0,依據110.02.08簽訂房屋土地預定買賣合約書所載價格登錄。另於112.04.26簽立讓渡書予本案權利人讓渡後價格1600萬元整
219,3,2020/6/20,3450.0,70.8,57.73,57.82%,華廈(10層含以下有電梯),2~5,五層/九層,房地(土地+建物)+車位,土:4 建:1車:1,15,245,有,有,0,建物第一次登記後移轉
220,3,2019/3/9,2600.0,74.6,44.01,58.74%,華廈(10層含以下有電梯),2~5,六層/十層,房地(土地+建物)+車位,土:4 建:1車:1,,245,有,,0,
221,19,2022/1/20,2880.0,88.3,39.34,54.92%,華廈(10層含以下有電梯),2~5,四層/五層,房地(土地+建物)+車位,土:1 建:1車:1,17,245,有,有,0,
222,19,2021/12/27,2825.0,87.5,38.97,52.41%,華廈(10層含以下有電梯),2~5,四層/五層,房地(土地+建物)+車位,土:1 建:1車:1,9,245,有,有,0,
223,17,2021/6/9,2959.0,83.6,42.39,52.01%,住宅大樓(11層含以上有電梯),,十八層/二十層,房地(土地+建物)+車位,土:1 建:1車:1,9,245,有,有,0,親友、員工、共有人或其他特殊關係間之交易;
224,17,2020/12/20,5220.0,85.3,68.25,54.59%,住宅大樓(11層含以上有電梯),,十五層/二十層,房地(土地+建物)+車位,土:1 建:1車:1,15,245,有,有,0,預售屋、或土地及建物分件登記案件;
225,14,2023/1/7,5900.0,80.2,74.79,57.91%,華廈(10層含以下有電梯),20+,四層/九層,房地(土地+建物)+車位,土:1 建:1車:1,8,250,有,有,0,其他增建;
226,14,2023/1/15,2250.0,102.3,30.92,58.55%,華廈(10層含以下有電梯),20+,一層/七層,房地(土地+建物)+車位,土:1 建:2車:2,11,250,無,有,0,陽台外推;其他增建;
227,6,2024/1/5,4250.0,87.7,55.79,66.01%,華廈(10層含以下有電梯),20+,八層/九層,房地(土地+建物)+車位,土:1 建:1車:1,8,250,有,有,0,其他增建;
228,6,2019/1/27,3650.0,66.3,61.45,63.08%,華廈(10層含以下有電梯),11~20,九層/九層,房地(土地+建物)+車位,土:1 建:1車:1,8,250,有,,0,
229,6,2023/11/13,1360.0,100.0,22.78,59.57%,住宅大樓(11層含以上有電梯),11~20,九層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,4,250,有,有,0,夾層;其他增建;
230,6,2021/8/30,1248.0,89.9,22.78,59.57%,住宅大樓(11層含以上有電梯),11~20,十二層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,16,250,有,有,0,
231,6,2020/2/9,1500.0,77.7,27.78,57.49%,住宅大樓(11層含以上有電梯),11~20,六層/十四層,房地(土地+建物)+車位,土:2 建:1車:1,11,250,有,,0,含增建或未登記建物。本物件總價新台幣1500萬元整(含停車位)，分拆建物價格新台幣450萬元整，土地價格新台幣1050萬元整。
232,2,2022/8/31,2822.0,77.0,43.9,82.73%,住宅大樓(11層含以上有電梯),20+,十二層/十二層,房地(土地+建物)+車位,土:5 建:1車:1,15,250,有,有,0,陽台外推;
233,2,2021/1/25,2108.0,54.9,38.41,92.55%,住宅大樓(11層含以上有電梯),20+,一層/十二層,房地(土地+建物)+車位,土:5 建:1車:1,29,250,有,有,1,夾層;其他增建;
234,2,2023/10/4,5445.0,90.8,65.08,73.69%,住宅大樓(11層含以上有電梯),11~20,三層/十三層,房地(土地+建物)+車位,土:1 建:1車:2,,250,有,有,2,陽台外推;
235,2,2022/4/26,1610.0,133.1,20.37,61.39%,住宅大樓(11層含以上有電梯),11~20,十二層/十三層,房地(土地+建物)+車位,土:2 建:1車:1,30,250,有,有,2,
236,2,2021/10/19,1350.0,107.9,18.72,61.28%,住宅大樓(11層含以上有電梯),11~20,五層/十三層,房地(土地+建物)+車位,土:2 建:1車:2,4,250,有,有,2,親友、員工、共有人或其他特殊關係間之交易;
237,2,2023/3/27,3775.0,73.6,51.31,43.24%,住宅大樓(11層含以上有電梯),11~20,七層/十五層,房地(土地+建物)+車位,土:2 建:1車:1,17,250,有,有,0,其他增建;
238,2,2022/5/30,3128.0,101.0,32.71,56.52%,住宅大樓(11層含以上有電梯),6~10,十層/十五層,房地(土地+建物)+車位,土:1 建:1車:1,6,250,有,有,0,車位所在樓層:地下四樓
239,7,2023/8/20,4500.0,77.0,69.4,83.39%,住宅大樓(11層含以上有電梯),20+,十二層/十六層,房地(土地+建物)+車位,土:3 建:1車:1,8,250,有,有,0,陽台外推;其他增建;
