地段,datetime,total_price,unit_price,area,主建物佔比,型態,age,樓別/樓高,交易標的,交易筆棟數,建物現況格局,parking_price,管理組織,電梯,主要用途,備註
福德街,2020/10/16,1608,43.9,36.62,81.69%,公寓(5樓含以下無電梯),38,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
福德街,2020/8/7,2313,75,30.84,85.56%,公寓(5樓含以下無電梯),38,一層/五層,房地(土地+建物),土:2 建:1車:0,1衛,,無,無,商業用,其他增建;
福德街,2020/7/14,1850,42.4,43.58,77.84%,公寓(5樓含以下無電梯),38,五層/五層,房地(土地+建物),土:1 建:1車:0,5房4廳3衛,,無,無,住家用,
福德街,2022/12/10,1938,63.2,30.67,91.70%,公寓(5樓含以下無電梯),37,二層/五層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,無,住家用,車位使用為住戶以抽籤方式使用
福德街,2022/7/23,1670,57.3,29.12,86.33%,公寓(5樓含以下無電梯),37,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,陽台外推;其他增建;
福德街,2022/7/8,2115,63.4,33.34,87.99%,公寓(5樓含以下無電梯),37,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,頂樓加蓋;
福德街,2022/2/12,1750,54.1,32.33,81.77%,公寓(5樓含以下無電梯),37,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
福德街,2021/11/5,1520,81.1,18.75,72.31%,公寓(5樓含以下無電梯),37,一層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,商業用,
福德街,2021/3/15,610,20.4,29.92,82.07%,公寓(5樓含以下無電梯),37,二層/五層,房地(土地+建物),土:6 建:1車:0,5房5衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
福德街,2021/1/24,1650,52.1,31.69,80.04%,公寓(5樓含以下無電梯),37,三層/五層,房地(土地+建物),土:6 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;其他增建;
福德街,2021/11/12,2200,56.4,39.01,73.05%,公寓(5樓含以下無電梯),36,五層/五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,有,無,住家用,
福德街,2021/9/13,1318,59,22.35,86.72%,公寓(5樓含以下無電梯),36,四層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,無,住家用,陽台外推;
福德街,2021/5/15,1760,55.6,31.67,87.28%,公寓(5樓含以下無電梯),36,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;
福德街,2021/4/16,4200,99.9,42.04,77.03%,華廈(10層含以下有電梯),36,一層/七層,房地(土地+建物),土:1 建:1車:0,,,無,有,住商用,
福德街,2021/3/4,920,25.4,36.27,84.92%,公寓(5樓含以下無電梯),36,三層/五層,房地(土地+建物),土:1 建:1車:0,4房1廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
福德街,2024/1/18,2100,56.2,37.4,80.24%,公寓(5樓含以下無電梯),35,四層/五層,房地(土地+建物),土:1 建:1車:0,6房3衛,,無,無,住家用,陽台外推;其他增建;
福德街,2024/1/4,2350,71.2,33.02,84.65%,華廈(10層含以下有電梯),35,三層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,其他增建;
福德街,2023/10/16,2500,75.7,33.02,84.65%,華廈(10層含以下有電梯),35,七層/七層,房地(土地+建物),土:1 建:1車:0,3房3廳3衛,,有,有,住家用,含頂樓增建一併移轉義務人共二人頂樓加蓋;
福德街,2020/12/5,1775,54,32.85,81.37%,公寓(5樓含以下無電梯),35,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,
福德街,2020/11/1,1750,41.5,42.15,85.04%,公寓(5樓含以下無電梯),35,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
福德街,2020/8/2,1280,53.7,23.83,88.11%,公寓(5樓含以下無電梯),35,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
福德街,2020/5/4,1938,61.6,31.44,88.29%,公寓(5樓含以下無電梯),35,一層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,,住家用,含增建或未登記建物。;
福德街,2020/3/3,800,26.2,30.48,86.31%,公寓(5樓含以下無電梯),35,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,,住家用,親友、員工或其他特殊關係間之交易。;
福德街,2019/8/11,2900,94.7,30.62,,店面（店舖),34,一層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,,住商用,含增建或未登記建物。;
福德街,2019/6/10,740,47.3,15.65,88.23%,公寓(5樓含以下無電梯),34,五層/五層,房地(土地+建物),土:1 建:2車:0,3房1廳2衛,,有,,其他,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;
福德街,2019/4/15,1200,39,30.79,88.87%,公寓(5樓含以下無電梯),34,五層/五層,房地(土地+建物),土:1 建:2車:0,5房2廳4衛,,無,,住家用,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;
福德街,2019/3/28,1480,62.1,23.83,93.67%,公寓(5樓含以下無電梯),34,五層/五層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,,住家用,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;
福德街,2022/5/25,2000,68.9,29.02,79.00%,華廈(10層含以下有電梯),33,三層/六層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,
福德街,2019/12/6,1265,51.2,24.72,90.28%,公寓(5樓含以下無電梯),33,二層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,,住家用,含增建或未登記建物。;
福德街,2020/12/6,2080,42.8,48.63,73.94%,公寓(5樓含以下無電梯),32,五層/五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,頂樓加蓋;其他增建;
福德街,2020/8/21,2520,54.2,46.53,84.12%,公寓(5樓含以下無電梯),32,"五層,夾層/五層",房地(土地+建物),土:1 建:1車:0,10房10衛,,無,無,住家用,陽台外推;頂樓加蓋;夾層;其他增建;
福德街,2020/7/17,1800,48.1,37.4,80.24%,公寓(5樓含以下無電梯),32,三層/五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,陽台外推;其他增建;
福德街,2020/6/14,2300,48.2,47.71,79.67%,公寓(5樓含以下無電梯),32,五層/五層,房地(土地+建物),土:2 建:1車:0,4房2廳2衛,,無,無,住家用,頂樓加蓋;
福德街,2019/3/28,1397,49.4,28.29,76.83%,公寓(5樓含以下無電梯),32,五層/五層,房地(土地+建物),土:4 建:1車:0,3房1廳2衛,,無,,住家用,
福德街,2020/4/9,2600,59.9,43.43,80.00%,華廈(10層含以下有電梯),30,二層/七層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,,住家用,含增建或未登記建物。;
福德街,2019/7/3,1950,67.2,29,79.31%,華廈(10層含以下有電梯),30,四層/六層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,,住家用,含增建或未登記建物。
福德街,2019/4/26,1500,48.2,31.14,81.46%,公寓(5樓含以下無電梯),30,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,,住家用,
福德街,2019/1/31,1850,56,33.02,84.65%,華廈(10層含以下有電梯),30,六層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,,住家用,含增建或未登記建物。;
福德街,2020/8/9,2988,57.8,51.71,75.71%,華廈(10層含以下有電梯),20,二層/七層,房地(土地+建物)+車位,土:2 建:1車:1,4房2廳2衛,,無,有,住家用,其他增建;
福德街,2024/1/17,3200,77.7,41.18,58.60%,華廈(10層含以下有電梯),12,六層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,有,住家用,土地及建物由賣方二人分別持有且併同移轉買方
福德街,2019/12/17,10750,88.4,121.54,49.12%,住宅大樓(11層含以上有電梯),8,三層/十三層,房地(土地+建物)+車位,土:1 建:1車:2,4房2廳4衛,,有,,住家用,本買賣總價款為新台幣壹億零柒佰伍拾萬元整(含車位價款：新台幣陸佰萬元整)
福德街,2019/10/31,2616,58.4,44.79,57.18%,華廈(10層含以下有電梯),8,三層/七層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,無,,住家用,含增建或未登記建物。;
富陽街,2024/1/12,2420,68.4,35.4,91.64%,公寓(5樓含以下無電梯),55,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;頂樓加蓋;其他增建;
富陽街,2021/10/2,1347.5,63.8,21.12,100.00%,公寓(5樓含以下無電梯),54,三層/四層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,其他增建;
富陽街,2023/9/1,1300,60.6,21.44,100.00%,公寓(5樓含以下無電梯),53,三層/四層,房地(土地+建物),土:3 建:1車:0,2房2廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
富陽街,2023/5/13,1938,68.5,28.3,100.00%,公寓(5樓含以下無電梯),53,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
富陽街,2023/1/13,1500,56.1,26.72,90.26%,公寓(5樓含以下無電梯),53,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,頂樓加蓋;
富陽街,2022/5/7,2270,70,32.44,100.00%,公寓(5樓含以下無電梯),53,四層/四層,房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,無,無,住家用,頂樓加蓋;其他增建;
富陽街,2022/3/4,368,47.6,7.73,100.00%,公寓(5樓含以下無電梯),53,四層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
富陽街,2021/3/9,1535,56.2,27.31,88.31%,公寓(5樓含以下無電梯),52,三層/四層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,
富陽街,2021/2/24,2850,104,27.4,100.00%,公寓(5樓含以下無電梯),52,一層/四層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,其他增建;
富陽街,2021/2/7,1300,54.5,23.85,89.93%,公寓(5樓含以下無電梯),51,二層/四層,房地(土地+建物),土:1 建:1車:0,4房4衛,,無,無,住家用,陽台外推;
富陽街,2020/11/21,2080,93.7,22.19,100.00%,公寓(5樓含以下無電梯),51,一層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,
富陽街,2020/9/19,1500,54.5,27.51,87.92%,公寓(5樓含以下無電梯),51,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,頂樓鐵皮加蓋，四樓後陽台外推陽台外推;頂樓加蓋;
富陽街,2019/11/25,2230,85.4,26.12,89.96%,公寓(5樓含以下無電梯),51,一層/四層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,,住家用,含增建或未登記建物。
富陽街,2023/2/1,1888,45.8,41.22,100.00%,公寓(5樓含以下無電梯),50,"四層,陽台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;頂樓加蓋;
富陽街,2023/12/9,1950,65.7,29.67,100.00%,公寓(5樓含以下無電梯),49,"四層,陽臺/四層",房地(土地+建物),土:3 建:1車:0,5房3廳2衛,,無,無,住家用,陽台外推;頂樓加蓋;其他增建;
富陽街,2022/2/10,1400,58.4,23.98,100.00%,公寓(5樓含以下無電梯),49,二層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,,
富陽街,2021/11/24,1650,58.7,28.13,86.76%,公寓(5樓含以下無電梯),49,四層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,
富陽街,2021/7/28,1658,56.6,29.29,86.93%,公寓(5樓含以下無電梯),49,三層/四層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,
富陽街,2023/11/18,550,56.8,9.69,100.00%,公寓(5樓含以下無電梯),48,"二層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;陽台外推;
富陽街,2023/5/15,930,40,23.26,100.00%,公寓(5樓含以下無電梯),48,"二層,陽台/四層",房地(土地+建物),土:2 建:1車:0,3房2廳1衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
富陽街,2023/12/1,1830,69.8,26.2,100.00%,公寓(5樓含以下無電梯),47,"二層,陽臺/四層",房地(土地+建物),土:1 建:1車:0,3房2廳3衛,,無,無,住家用,陽台外推;其他增建;
富陽街,2023/6/3,2000,56.8,35.23,100.00%,公寓(5樓含以下無電梯),47,"二層,陽台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;
富陽街,2023/3/3,1880,60.6,31.01,100.00%,公寓(5樓含以下無電梯),47,"三層,陽台/四層",房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,陽台外推;
富陽街,2022/3/19,1500,61.2,24.5,100.00%,公寓(5樓含以下無電梯),46,"四層,陽臺/四層",房地(土地+建物),土:3 建:1車:0,3房2廳1衛,,無,無,,
富陽街,2021/12/12,1838,62.7,29.29,48.38%,公寓(5樓含以下無電梯),45,一層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,其他增建;
富陽街,2022/6/5,1500,18.8,79.64,100.00%,公寓(5樓含以下無電梯),42,地下層/五層,房地(土地+建物),土:4 建:1車:0,4房2廳2衛,,無,無,其他,
富陽街,2022/4/26,2200,72.4,30.38,87.96%,公寓(5樓含以下無電梯),42,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
富陽街,2019/12/26,1360,56,24.28,86.33%,公寓(5樓含以下無電梯),42,三層/四層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,,住家用,含增建或未登記建物。;
富陽街,2022/12/19,2220,90.9,24.41,87.97%,公寓(5樓含以下無電梯),41,一層/五層,房地(土地+建物),土:1 建:1車:0,1房1衛,,無,無,商業用,
富陽街,2021/4/21,2058,64.7,31.82,87.40%,公寓(5樓含以下無電梯),41,五層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;頂樓加蓋;
富陽街,2022/3/31,2600,79.3,32.8,71.94%,華廈(10層含以下有電梯),40,七層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,有,住家用,陽台外推;頂樓加蓋;
富陽街,2021/11/17,2280,56.7,40.19,83.66%,公寓(5樓含以下無電梯),40,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
富陽街,2019/12/6,1375,38.5,35.74,87.25%,公寓(5樓含以下無電梯),40,四層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,,住家用,
富陽街,2022/10/23,1280,69.4,18.45,90.44%,公寓(5樓含以下無電梯),39,三層/五層,房地(土地+建物),土:1 建:1車:0,1房2廳1衛,,無,無,住家用,陽台外推;其他增建;
富陽街,2020/12/14,2200,49.1,44.81,91.87%,公寓(5樓含以下無電梯),39,五層/五層,房地(土地+建物),土:1 建:1車:0,4房2廳2衛,,無,無,住家用,頂樓加蓋;其他增建;
富陽街,2020/10/9,2250,57.2,39.35,84.29%,公寓(5樓含以下無電梯),39,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
富陽街,2019/3/1,1532,53.1,28.83,86.24%,公寓(5樓含以下無電梯),39,三層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,,住家用,含增建或未登記建物。
富陽街,2019/2/13,1780,31.6,56.3,85.55%,公寓(5樓含以下無電梯),38,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,,住家用,親友、員工或其他特殊關係間之交易。;
富陽街,2022/7/5,2800,85.3,32.81,81.40%,公寓(5樓含以下無電梯),37,一層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,陽台外推;
富陽街,2020/8/16,2325,68.5,33.95,67.37%,華廈(10層含以下有電梯),37,七層/七層,房地(土地+建物),土:1 建:1車:0,5房5衛,,有,有,住家用,陽台外推;頂樓加蓋;
富陽街,2021/12/1,1490,45.4,32.81,81.40%,公寓(5樓含以下無電梯),36,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,親友、員工、共有人或其他特殊關係間之交易;
富陽街,2020/4/19,1362,47,28.98,68.47%,公寓(5樓含以下無電梯),36,三層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,,住家用,含增建或未登記建物。;
富陽街,2020/10/31,1768,53.9,32.81,81.40%,公寓(5樓含以下無電梯),35,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,其他增建;
富陽街,2020/5/16,2600,61.8,42.05,70.11%,華廈(10層含以下有電梯),34,四層/六層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,有,住家用,陽台外推;其他增建;
富陽街,2020/6/7,1620,54.6,29.69,82.25%,公寓(5樓含以下無電梯),33,五層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,住家用,陽台外推;頂樓加蓋;其他增建;
富陽街,2020/5/24,1838,61.7,29.79,83.80%,公寓(5樓含以下無電梯),33,五層/五層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,陽台外推;頂樓加蓋;其他增建;
富陽街,2019/11/3,1350,49.4,27.31,76.92%,公寓(5樓含以下無電梯),31,二層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,,住家用,陽台外推本成交資訊係由不動產經紀業提供屬實
富陽街,2022/7/25,1700,80.3,21.18,71.08%,華廈(10層含以下有電梯),26,四層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,有,有,住家用,其他增建;
富陽街,2022/3/4,1000,94.5,10.58,72.85%,華廈(10層含以下有電梯),25,一層/七層,房地(土地+建物),土:1 建:1車:0,1廳1衛,,有,有,商業用,
富陽街,2020/9/11,300,30.3,9.9,67.24%,華廈(10層含以下有電梯),24,二層/七層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,有,住家用,親友、員工、共有人或其他特殊關係間之交易;
富陽街,2020/3/2,150,15.4,9.75,67.50%,華廈(10層含以下有電梯),23,地下一層/七層,房地(土地+建物),土:1 建:1車:0,1房1衛,,有,,其他,
富陽街,2019/12/16,140,14.4,9.75,67.50%,套房(1房(1廳)1衛),23,地下一層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,,其他,
富陽街,2019/11/8,140.6,14.4,9.75,67.50%,華廈(10層含以下有電梯),23,地下一層/七層,房地(土地+建物),土:1 建:1車:0,,,有,,其他,
富陽街,2019/7/27,1238,63.6,19.47,63.17%,華廈(10層含以下有電梯),23,六層/七層,房地(土地+建物),土:1 建:1車:0,1房2廳1衛,,有,,住家用,含增建或未登記建物。;
富陽街,2021/12/24,4600,74.4,61.79,55.65%,華廈(10層含以下有電梯),11,五層/七層,房地(土地+建物)+車位,土:1 建:1車:1,4房2廳2衛,,有,有,住家用,塔式車位車位所在樓層:地下三層。其他增建;
富陽街,2021/5/3,5500,111.3,49.4,52.07%,華廈(10層含以下有電梯),10,一層/七層,房地(土地+建物)+車位,土:1 建:1車:1,,,有,有,商業用,其他增建;
富陽街,2020/12/2,3258,68,47.91,53.57%,華廈(10層含以下有電梯),10,六層/七層,房地(土地+建物)+車位,土:1 建:1車:1,3房2廳2衛,,有,有,住家用,
